Value	Indegree	Outdegree
5		207			311
11		207			312
60		207			307
18		205			313
75		205			314
95		202			302
42		201			320
13		201			311
40		200			313
25		200			311
34		198			319
53		198			321
46		197			319
16		196			301
68		195			326
83		195			304
24		195			319
37		194			305
84		194			313
77		193			312
45		193			315
72		191			310
9		191			290
3		191			316
73		190			304
90		190			311
26		189			293
96		188			313
27		188			307
85		187			308
80		186			301
20		186			309
91		186			298
94		186			291
48		186			291
12		186			316
79		185			292
21		184			296
74		183			293
1		183			303
49		183			289
14		183			328
8		182			287
70		182			332
78		182			318
10		182			311
38		181			306
81		181			302
43		181			288
56		181			303
57		181			296
66		180			321
33		180			310
86		180			313
44		180			292
23		180			317
32		179			301
93		179			304
69		178			282
39		178			299
88		178			298
51		178			306
19		177			303
89		177			315
64		176			277
67		176			312
35		176			298
76		176			285
61		176			287
87		175			276
92		175			287
41		174			283
50		174			277
54		174			277
65		173			279
62		173			282
71		172			292
36		172			318
47		172			294
2		172			285
30		172			289
63		171			283
58		169			311
15		167			281
52		167			294
28		167			304
59		167			279
97		166			274
55		166			277
31		165			273
17		164			275
98		164			304
82		162			278
29		161			291
7		160			273
22		158			283
4		156			287
6		150			280
355		42			19
732		42			20
525		41			24
536		41			27
196		41			18
938		41			31
265		40			22
396		40			18
609		39			28
708		39			15
856		39			18
859		39			19
471		39			27
980		39			21
518		38			18
268		38			22
274		38			23
608		38			28
616		38			21
792		38			16
117		38			18
944		38			20
965		38			27
511		37			19
539		37			16
662		37			20
664		37			19
718		37			17
361		37			22
727		37			24
774		37			21
978		37			18
583		36			19
312		36			17
625		36			22
685		36			29
343		36			19
376		36			18
398		36			15
813		36			21
417		36			23
911		36			15
485		36			13
994		36			16
550		35			20
584		35			23
148		35			19
345		35			20
177		35			17
358		35			18
731		35			20
186		35			19
757		35			22
759		35			14
764		35			13
388		35			20
400		35			11
408		35			21
205		35			18
103		35			18
423		35			15
434		35			23
441		35			18
110		35			19
894		35			17
112		35			18
113		35			15
916		35			16
461		35			20
466		35			19
234		35			17
236		35			23
474		35			18
977		35			25
984		35			20
992		35			20
523		34			17
529		34			18
290		34			17
580		34			16
294		34			24
308		34			23
633		34			14
318		34			19
342		34			20
691		34			21
697		34			19
738		34			19
739		34			20
746		34			17
748		34			20
374		34			17
191		34			16
192		34			16
395		34			18
421		34			16
